1407,26,,1515693.59721,5038186.963,TEATRO BLU,CULTURA,TEATRI E AUDITORIUM,TEATRO,SERVIZI PRIVATI ESISTENTI,CURIA - PARROCCHIA DI SANT'ANGELA MERICI,PRIVATA,ASSOCIAZIONE CULTURALE TEATRANDO,PRIVATA,NESSUN RAPPORTO CON IL COMUNE,IN ESERCIZIO,VIA CAGLIERO GIOVANNI 26,1407 26,46,2,TEATRO BLU, VIA CAGLIERO GIOVANNI 26, TEATRO
6240,2,,1512243.12099,5034324.72402,TEATRO CABOTO,CULTURA,TEATRI E AUDITORIUM,TEATRO,SERVIZI PRIVATI ESISTENTI,CURIA - PARROCCHIA DEL BUON PASTORE,PRIVATA,ASSOCIAZIONE CULTURALE IL NUOVO MONDO,PRIVATA,NESSUN RAPPORTO CON IL COMUNE,IN ESERCIZIO,VIA CABOTO SEBASTIANO 2,6240 2,47,7,TEATRO CABOTO, VIA CABOTO SEBASTIANO 2, TEATRO
5201,37,,1513906.65699,5032823.42501,TEATRO CINQUE,CULTURA,TEATRI E AUDITORIUM,TEATRO,SERVIZI PRIVATI ESISTENTI,PRIVATA,PRIVATA,ASSOCIAZIONE TEATRO CINQUE,PRIVATA,NESSUN RAPPORTO CON IL COMUNE,IN ESERCIZIO,VIA SFORZA ASCANIO 37,5201 37,48,5,TEATRO CINQUE, VIA SFORZA ASCANIO 37, TEATRO
6220,3,,1513266.559,5034345.27099,TEATRO DEGLI OLIVETANI,CULTURA,TEATRI E AUDITORIUM,TEATRO,SERVIZI PRIVATI ESISTENTI,CURIA,PRIVATA,CURIA,PRIVATA,NESSUN RAPPORTO CON IL COMUNE,IN ESERCIZIO,VIA DEGLI OLIVETANI 3,6220 3,49,1,TEATRO DEGLI OLIVETANI, VIA DEGLI OLIVETANI 3, TEATRO
3226,3,,1517381.99981,5033554.76849,TEATRO DEL BATTITO,CULTURA,TEATRI E AUDITORIUM,TEATRO,SERVIZI PRIVATI ESISTENTI,ALER,PUBBLICA,ASS. CULT. TEATRO DEL BATTITO ZIGUP TEATRO DIFFUSO,PRIVATA,NESSUN RAPPORTO CON IL COMUNE,IN ESERCIZIO,VIA TOMMEI UGO 3,3226 3,50,4,TEATRO DEL BATTITO, VIA TOMMEI UGO 3, TEATRO
2356,2,,1517320.6265,5039165.56888,TEATRO DEL SOLE,CULTURA,TEATRI E AUDITORIUM,TEATRO,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,CENTRO RICERCA LINGUAGGI TEATRALI TEATRO DEL SOLE,PRIVATA,CONVENZIONE,IN ESERCIZIO,VIA SANT' ELEMBARDO 2,2356 2,51,2,TEATRO DEL SOLE, VIA SANT' ELEMBARDO 2, TEATRO
4035,4,,1515830.05389,5033499.5548,TEATRO DELLA CONTRADDIZIONE,CULTURA,TEATRI E AUDITORIUM,TEATRO,SERVIZI PRIVATI ESISTENTI,PRIVATA,PRIVATA,ASSOCIAZIONE CULTURALE TEATRO DELLA CONTRADDIZIONE,PRIVATA,NESSUN RAPPORTO CON IL COMUNE,IN ESERCIZIO,VIA DELLA BRAIDA 4,4035 4,52,1,TEATRO DELLA CONTRADDIZIONE, VIA DELLA BRAIDA 4, TEATRO
1588,8,,1514885.33561,5040180.20681,TEATRO DELLA COOPERATIVA,CULTURA,TEATRI E AUDITORIUM,TEATRO,SERVIZI PRIVATI ESISTENTI,SOCIETA' EDIFICATRICE NIGUARDA,PRIVATA,ASSOCIAZIONE CULTURALE TEATRO DELLA COOPERATIVA,PRIVATA,NESSUN RAPPORTO CON IL COMUNE,IN ESERCIZIO,VIA HERMADA 8,1588 8,53,9,TEATRO DELLA COOPERATIVA, VIA HERMADA 8, TEATRO
7224,4,,1512894.2726,5037212.88939,TEATRO DELLA MEMORIA,CULTURA,TEATRI E AUDITORIUM,TEATRO,SERVIZI PRIVATI ESISTENTI,PRIVATA,PRIVATA,ASSOCIAZIONE CULTURALE SPAZIO DELLA MEMORIA,PRIVATA,NESSUN RAPPORTO CON IL COMUNE,IN ESERCIZIO,VIA CUCCHIARI DOMENICO 4,7224 4,54,8,TEATRO DELLA MEMORIA, VIA CUCCHIARI DOMENICO 4, TEATRO
7106,6,,1513595.091,5035443.76501,TEATRO DELL'ARTE,CULTURA,TEATRI E AUDITORIUM,TEATRO,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,ENTE FONDAZIONE TRIENNALE,PRIVATA,CONVENZIONE,IN ESERCIZIO,VLE ALEMAGNA EMILIO 6,7106 6,55,1,TEATRO DELL'ARTE, VLE ALEMAGNA EMILIO 6, TEATRO
3155,8,,1515789.5175,5034742.5085,TEATRO DERBY,CULTURA,TEATRI E AUDITORIUM,TEATRO,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,ASSOCIAZIONE TEATRO DELLE ERBE,PRIVATA,CONVENZIONE,IN ESERCIZIO,VIA MASCAGNI PIETRO 8,3155 8,56,1,TEATRO DERBY, VIA MASCAGNI PIETRO 8, TEATRO
236,14,,1515428.8408,5035299.95429,TEATRO DI VERDURA,CULTURA,TEATRI E AUDITORIUM,TEATRO ALL'APERTO,SERVIZI PRIVATI ESISTENTI,PRIVATA,PRIVATA,PRIVATA,PRIVATA,NESSUN RAPPORTO CON IL COMUNE,IN ESERCIZIO,VIA SENATO 14,236 14,77,1,TEATRO DI VERDURA, VIA SENATO 14, TEATRO ALL'APERTO
5167,11,,1513828.72301,5033549.834,TEATRO I,CULTURA,TEATRI E AUDITORIUM,TEATRO,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,TEATRO I SOC. COOP. A R.L.,PRIVATA,CONVENZIONE,IN ESERCIZIO,VIA FERRARI GAUDENZIO 11,5167 11,57,1,TEATRO I, VIA FERRARI GAUDENZIO 11, TEATRO
2565,3,,1518216.07591,5036778.40971,TEATRO MOHOLE,CULTURA,TEATRI E AUDITORIUM,TEATRO,SERVIZI PRIVATI ESISTENTI,PRIVATA,PRIVATA,ASS. CULT. TEATRO MOHOLE ZIGUP TEATRO DIFFUSO,PRIVATA,NESSUN RAPPORTO CON IL COMUNE,IN ESERCIZIO,VIA DESIDERIO 3,2565 3,58,3,TEATRO MOHOLE, VIA DESIDERIO 3, TEATRO
2439,5,,1517353.76935,5040244.8868,TEATRO STUDIO FRIGIA CINQUE,CULTURA,TEATRI E AUDITORIUM,TEATRO,SERVIZI PRIVATI ESISTENTI,PRIVATA,PRIVATA,ASSOCIAZIONE CULTURALE QUINTE DI CARTA,PRIVATA,NESSUN RAPPORTO CON IL COMUNE,IN ESERCIZIO,VIA FRIGIA 5,2439 5,59,2,TEATRO STUDIO FRIGIA CINQUE, VIA FRIGIA 5, TEATRO
2310,46,,1517345.9136,5037967.27739,TNT - TEATRO DEL TROTTER,CULTURA,TEATRI E AUDITORIUM,TEATRO,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,ISTITUTO COMPRENSIVO RINALDI CASA DEL SOLE,PRIVATA,CONVENZIONE,IN ESERCIZIO,VIA GIACOSA GIUSEPPE 46,2310 46,60,2,TNT - TEATRO DEL TROTTER, VIA GIACOSA GIUSEPPE 46, TEATRO
5356,51,,1511692.93957,5031050.67198,TEATRO EDI - CENTRO SOCIALE BARRIO'S,CULTURA,TEATRI E AUDITORIUM,POLIFUNZIONALE,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,COMUNITA' NUOVA ONLUS ASS. AMICI DI EDOARDO,PRIVATA,CONVENZIONE,IN ESERCIZIO,VIA BARONA 51,5356 51,79,6,TEATRO EDI - CENTRO SOCIALE BARRIO'S, VIA BARONA 51, POLIFUNZIONALE
1064,10,,1514704.19821,5036377.72639,TEATRO VENTAGLIO SMERALDO,CULTURA,TEATRI E AUDITORIUM,TEATRO,SERVIZI PRIVATI ESISTENTI,PRIVATA,PRIVATA,OFFICINE SMERALDO SPA,PRIVATA,NESSUN RAPPORTO CON IL COMUNE,IN ESERCIZIO,PZA VENTICINQUE APRILE 10,1064 10,61,9,TEATRO VENTAGLIO SMERALDO, PZA VENTICINQUE APRILE 10, TEATRO
1127,16,,1514536.49929,5037065.36799,TEATRO VERDI,CULTURA,TEATRI E AUDITORIUM,TEATRO,SERVIZI PRIVATI ESISTENTI,COOPERATIVA EDIFICATRICE GIUSEPPE VERDI,PRIVATA,TEATRO DEL BURATTO SOCIETA' COOPERATIVA A R.L.,PRIVATA,NESSUN RAPPORTO CON IL COMUNE,IN ESERCIZIO,VIA PASTRENGO 16,1127 16,62,9,TEATRO VERDI, VIA PASTRENGO 16, TEATRO
7078,5,,1513790.16921,5036254.50939,TEATRO VERGA,CULTURA,TEATRI E AUDITORIUM,TEATRO,SERVIZI PRIVATI ESISTENTI,CURIA - PARROCCHIA DI SANTISSIMA TRINITA',PRIVATA,ASSOCIAZIONE CULTURALE IL CIELO,PRIVATA,NESSUN RAPPORTO CON IL COMUNE,IN ESERCIZIO,VIA VERGA GIOVANNI 5,7078 5,63,1,TEATRO VERGA, VIA VERGA GIOVANNI 5, TEATRO
723,3,,1514499.0648,5034903.05829,SPAZI DEL PICCOLO TEATRO,CULTURA,SPAZI PERTINENZIALI,PERTINENZE E LOCALI DI SUPPORTO ALLE ATTIVITA',SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,FONDAZIONE PICCOLO TEATRO E TEATRO D'EUROPA,PUBBLICA,FONDAZIONE PARTECIPATA,IN ESERCIZIO,VIA SAN TOMASO 3,723 3,80,1,SPAZI DEL PICCOLO TEATRO, VIA SAN TOMASO 3, PERTINENZE E LOCALI DI SUPPORTO ALLE ATTIVITA'
722,2,,1514468.61081,5034829.5005,SPAZI DEL PICCOLO TEATRO,CULTURA,SPAZI PERTINENZIALI,PERTINENZE E LOCALI DI SUPPORTO ALLE ATTIVITA',SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,FONDAZIONE PICCOLO TEATRO E TEATRO D'EUROPA,PUBBLICA,FONDAZIONE PARTECIPATA,IN ESERCIZIO,VIA ROVELLO 2,722 2,81,1,SPAZI DEL PICCOLO TEATRO, VIA ROVELLO 2, PERTINENZE E LOCALI DI SUPPORTO ALLE ATTIVITA'
113,2,,1514788.00041,5034898.8381,SPAZI TEATRO ALLA SCALA,CULTURA,SPAZI PERTINENZIALI,PERTINENZE E LOCALI DI SUPPORTO ALLE ATTIVITA',SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,FONDAZIONE TEATRO ALLA SCALA,PUBBLICA,FONDAZIONE PARTECIPATA,IN ESERCIZIO,VIA FILODRAMMATICI 2,113 2,82,1,SPAZI TEATRO ALLA SCALA, VIA FILODRAMMATICI 2, PERTINENZE E LOCALI DI SUPPORTO ALLE ATTIVITA'
5124,54,,1512736.028,5033175.71701,SPAZI TEATRO ALLA SCALA,CULTURA,SPAZI PERTINENZIALI,PERTINENZE E LOCALI DI SUPPORTO ALLE ATTIVITA',SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,FONDAZIONE TEATRO ALLA SCALA,PUBBLICA,FONDAZIONE PARTECIPATA,IN ESERCIZIO,VIA TORTONA 54,5124 54,83,6,SPAZI TEATRO ALLA SCALA, VIA TORTONA 54, PERTINENZE E LOCALI DI SUPPORTO ALLE ATTIVITA'
592,2,,1514639.51369,5033688.58501,SPAZI TEATRO ALLA SCALA,CULTURA,SPAZI PERTINENZIALI,PERTINENZE E LOCALI DI SUPPORTO ALLE ATTIVITA',SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,FONDAZIONE TEATRO ALLA SCALA,PUBBLICA,FONDAZIONE PARTECIPATA,IN ESERCIZIO,VIA CAMPO LODIGIANO 2,592 2,84,1,SPAZI TEATRO ALLA SCALA, VIA CAMPO LODIGIANO 2, PERTINENZE E LOCALI DI SUPPORTO ALLE ATTIVITA'
103,1,,1514816.1831,5034647.9035,SPAZI TEATRO ALLA SCALA,CULTURA,SPAZI PERTINENZIALI,PERTINENZE E LOCALI DI SUPPORTO ALLE ATTIVITA',SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,FONDAZIONE TEATRO ALLA SCALA,PUBBLICA,FONDAZIONE PARTECIPATA,IN ESERCIZIO,VIA PELLICO SILVIO 1,103 1,85,1,SPAZI TEATRO ALLA SCALA, VIA PELLICO SILVIO 1, PERTINENZE E LOCALI DI SUPPORTO ALLE ATTIVITA'
218,14,,1515357.27229,5034846.94571,AUDITORIUM SAN CARLO,CULTURA,TEATRI E AUDITORIUM,AUDITORIUM,SERVIZI PRIVATI ESISTENTI,CURIA,PRIVATA,PRIVATA,PRIVATA,NESSUN RAPPORTO CON IL COMUNE,IN ESERCIZIO,CSO MATTEOTTI GIACOMO 14,218 14,75,1,AUDITORIUM SAN CARLO, CSO MATTEOTTI GIACOMO 14, AUDITORIUM
5240,2,,1514019.92601,5032571.774,AUDITORIUM DI MILANO FONDAZIONE CARIPLO,CULTURA,TEATRI E AUDITORIUM,AUDITORIUM,SERVIZI PUBBLICI ESISTENTI,PRIVATA,PRIVATA,FONDAZIONE ORCHESTRA E CORO SINFONICO G. VERDI,PUBBLICA,FONDAZIONE PARTECIPATA,IN ESERCIZIO,VIA TORRICELLI EVANGELISTA 2,5240 2,76,5,AUDITORIUM DI MILANO FONDAZIONE CARIPLO, VIA TORRICELLI EVANGELISTA 2, AUDITORIUM
1731,20,,1516696.90796,5040138.83252,TAM - TEATRO DEGLI ARCIMBOLDI,CULTURA,TEATRI E AUDITORIUM,TEATRO,SERVIZI PUBBLICI ESISTENTI,COMUNE DI MILANO,PUBBLICA,FONDAZIONE I POMERIGGI MUSICALI,PUBBLICA,FONDAZIONE PARTECIPATA,IN ESERCIZIO,VLE DELL'INNOVAZIONE 20,1731 20,64,9,TAM - TEATRO DEGLI ARCIMBOLDI, VLE DELL'INNOVAZIONE 20, TEATRO
2268,21,,1516810.60701,5037316.77259,TEATRO DRAMMATICO DEI PUPI,CULTURA,TEATRI E AUDITORIUM,TEATRO,SERVIZI PRIVATI ESISTENTI,PRIVATA,PRIVATA,LA ROCCA BIANCA COOPERATIVA A R.L.,PRIVATA,NESSUN RAPPORTO CON IL COMUNE,IN ESERCIZIO,VIA BRONZINO 6A,2268 21,65,0,TEATRO DRAMMATICO DEI PUPI, VIA BRONZINO 6A, TEATRO
1427,336,,1516778.4675,5041369.11722,AGON,CULTURA,TEATRI E AUDITORIUM,POLIFUNZIONALE,SERVIZI PRIVATI ESISTENTI,PRIVATA,PRIVATA,PRIVATA,PRIVATA,NESSUN RAPPORTO CON IL COMUNE,IN ESERCIZIO,VLE SARCA 336,1427 336,86,9,AGON, VLE SARCA 336, POLIFUNZIONALE
1172,3,,1514786.75859,5037528.58101,PICCOLISSIMO TEATRO,CULTURA,TEATRI E AUDITORIUM,POLIFUNZIONALE,SERVIZI PRIVATI ESISTENTI,PRIVATA,PRIVATA,PRIVATA,PRIVATA,NESSUN RAPPORTO CON IL COMUNE,IN ESERCIZIO,VIA THAON DI REVEL GENOVA 3,1172 3,87,9,PICCOLISSIMO TEATRO, VIA THANO DE REVEL 3, POLIFUNZIONALE
4350,75,,1513900.98156,5029079.0055,PIM OFF,CULTURA,TEATRI E AUDITORIUM,TEATRO,SERVIZI PRIVATI ESISTENTI,PRIVATA,PRIVATA,PRIVATA,PRIVATA,NESSUN RAPPORTO CON IL COMUNE,IN ESERCIZIO,VIA SELVANESCO 75,4350 75,88,5,PIM OFF, VIA SELVANESCO 75, TEATRO
